id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
6260,1955,master,together,82384.0,0,0,-9223372036854775808,55,984,51,432,120.5,81,126.5,1,3,10,13,1,0,0,0,0,0,0,3,11,0
10383,1966,graduation,divorced,70287.0,0,0,1359936000000000000,30,295,35,482,120.5,81,40.0,1,5,5,10,3,0,0,0,0,0,0,3,11,0
7437,1988,graduation,single,27938.0,1,0,-9223372036854775808,31,13,0,8,2.0,1,5.0,1,1,0,4,3,0,0,0,0,0,0,3,11,0
8557,1982,graduation,single,51381.5,1,0,-9223372036854775808,57,11,3,22,2.0,2,6.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
8375,1968,phd,married,55954.0,0,1,1393804800000000000,63,447,0,28,0.0,0,43.0,3,8,2,6,7,0,0,0,0,0,0,3,11,0
6853,1982,master,single,75777.0,0,0,1365292800000000000,12,712,26,538,69.0,13,80.0,1,3,6,11,1,0,0,0,0,0,0,3,11,0
3076,1975,graduation,together,66653.0,1,1,1341792000000000000,18,452,18,102,16.0,18,6.0,4,4,2,12,3,0,0,0,0,0,0,3,11,0
1012,1952,graduation,single,61823.0,0,1,-9223372036854775808,26,523,7,134,37.0,14,126.5,4,8,2,10,7,0,0,0,0,0,0,3,11,0
6518,1951,phd,widow,67680.0,0,1,1383696000000000000,8,546,0,48,0.0,6,6.0,1,7,3,8,5,0,0,0,0,0,0,3,11,0
4137,1948,graduation,together,70666.0,0,0,1370995200000000000,29,398,40,367,119.0,81,30.0,1,7,4,4,4,0,0,0,0,0,0,3,11,0
8082,1971,graduation,married,25721.0,1,0,-9223372036854775808,75,1,3,6,3.0,6,15.0,1,1,1,2,7,0,0,0,0,0,0,3,11,0
1386,1967,graduation,together,32474.0,1,1,1415145600000000000,0,10,0,1,0.0,0,0.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
9369,1979,2n cycle,single,88194.0,0,1,-9223372036854775808,19,688,14,309,120.5,24,38.0,1,11,10,10,5,0,0,0,0,0,0,3,11,0
4477,1958,graduation,together,69096.0,0,1,-9223372036854775808,4,247,49,159,7.0,81,109.0,1,5,2,10,4,0,0,0,0,0,0,3,11,0
1357,1970,graduation,together,74854.0,1,2,1375574400000000000,90,856,59,487,58.0,29,73.0,6,2,5,5,5,0,0,0,0,0,0,3,11,0
1402,1954,master,married,66991.0,0,0,1352419200000000000,1,496,36,460,120.5,60,12.0,3,4,8,6,3,0,0,0,0,0,0,3,11,0
10629,1973,2n cycle,married,51381.5,1,0,-9223372036854775808,25,25,3,43,17.0,4,17.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0
6312,1959,graduation,married,65031.0,0,1,-9223372036854775808,29,258,81,291,84.0,37,86.0,4,10,3,13,7,0,0,0,0,0,0,3,11,0
8132,1975,phd,married,60631.0,1,1,1367625600000000000,88,565,6,65,0.0,6,19.0,5,9,2,8,7,0,0,0,0,0,0,3,11,0
1050,1952,graduation,married,28332.0,0,0,-9223372036854775808,58,14,10,13,4.0,15,9.0,1,2,1,4,2,0,0,0,0,0,0,3,11,0
5846,1977,graduation,divorced,40246.0,1,0,-9223372036854775808,68,2,1,6,2.0,1,1.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1859,1972,master,married,75251.0,0,0,-9223372036854775808,34,721,81,556,97.0,18,18.0,1,7,6,5,5,0,0,0,0,0,0,3,11,0
7503,1976,graduation,single,75825.0,0,0,1355097600000000000,40,1032,81,556,120.5,81,51.0,0,5,8,9,4,0,0,0,0,0,0,3,11,0
10401,1976,2n cycle,together,26326.0,0,0,1365465600000000000,12,1,0,5,0.0,3,9.0,1,0,0,3,3,0,0,0,0,0,0,3,11,0
1618,1965,graduation,together,56046.0,0,0,1359676800000000000,9,577,0,64,0.0,0,51.0,2,10,1,8,8,0,0,0,0,0,0,3,11,0
3332,1985,graduation,single,29760.0,1,0,-9223372036854775808,87,64,4,68,7.0,5,17.0,4,3,1,4,8,0,0,0,0,0,0,3,11,0
2261,1969,graduation,married,26304.0,1,0,-9223372036854775808,5,4,1,5,2.0,0,4.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5346,1973,2n cycle,married,23559.0,1,0,1362614400000000000,87,25,5,19,7.0,0,23.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0
4119,1963,master,together,38620.0,0,0,1383609600000000000,56,112,17,44,34.0,22,89.0,1,2,5,3,3,0,0,0,0,0,0,3,11,0
535,1987,graduation,divorced,81361.0,0,0,-9223372036854775808,18,163,23,424,27.0,65,76.0,1,3,10,13,1,0,0,0,0,0,0,3,11,0
5268,1960,graduation,married,29440.0,1,1,1383868800000000000,95,17,8,14,10.0,4,3.0,2,1,0,4,7,0,0,0,0,0,0,3,11,0
273,1970,master,married,36138.0,1,1,-9223372036854775808,48,130,0,16,0.0,0,5.0,5,3,1,4,7,0,0,0,0,0,0,3,11,0
4452,1957,graduation,single,50388.0,0,1,-9223372036854775808,3,292,6,37,0.0,3,34.0,4,6,1,6,7,0,0,0,0,0,0,3,11,0
8504,1973,graduation,married,79593.0,0,0,1417737600000000000,70,350,60,556,110.0,81,126.5,1,5,6,7,2,0,0,0,0,0,0,3,11,0
771,1967,graduation,together,54178.0,0,1,-9223372036854775808,79,135,9,39,4.0,0,7.0,1,2,2,5,2,0,0,0,0,0,0,3,11,0
8996,1957,phd,married,51381.5,2,1,-9223372036854775808,4,230,42,192,49.0,37,53.0,6,7,2,8,9,0,0,0,0,0,0,3,11,0
9235,1957,graduation,single,51381.5,1,1,-9223372036854775808,45,7,0,8,2.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5798,1973,master,together,51381.5,0,0,-9223372036854775808,87,445,37,359,98.0,28,18.0,1,2,4,8,1,0,0,0,0,0,0,3,11,0
11178,1972,master,single,42394.0,1,0,-9223372036854775808,69,15,2,10,0.0,1,4.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
2230,1970,phd,married,23626.0,1,0,-9223372036854775808,84,27,2,14,0.0,0,0.0,3,3,1,3,5,0,0,0,0,0,0,3,11,0
7516,1983,graduation,married,30096.0,1,0,-9223372036854775808,30,5,3,11,12.0,5,9.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0
7247,1960,graduation,widow,47916.0,0,1,-9223372036854775808,72,505,0,26,0.0,0,75.0,5,7,4,6,6,0,0,0,0,0,0,3,11,0
11100,1972,graduation,divorced,51813.0,1,1,1383523200000000000,37,51,2,7,0.0,1,2.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
4646,1951,2n cycle,married,78497.0,0,0,1357948800000000000,44,207,26,447,75.0,0,126.5,1,5,7,12,2,0,0,0,0,0,0,3,11,0
3037,1983,phd,married,50150.0,0,0,-9223372036854775808,32,135,46,92,65.0,61,11.0,2,5,2,7,5,0,0,0,0,0,0,3,11,0
1473,1960,2n cycle,single,47823.0,0,1,-9223372036854775808,0,53,1,5,2.0,1,10.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1016,1959,phd,single,34554.0,0,1,-9223372036854775808,43,41,1,6,2.0,0,5.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
4518,1979,graduation,together,85693.0,0,1,-9223372036854775808,59,386,81,183,120.5,81,111.0,2,9,5,11,5,0,0,0,0,0,0,3,11,0
9370,1945,phd,married,65846.0,0,0,-9223372036854775808,68,562,81,276,80.0,40,81.0,1,6,3,6,4,0,0,0,0,0,0,3,11,0
8908,1959,graduation,married,87195.0,0,0,1407196800000000000,35,217,76,556,50.0,26,38.0,1,3,10,5,1,0,0,0,0,0,0,3,11,0
8373,1979,basic,together,24594.0,1,0,1381536000000000000,94,1,3,6,10.0,0,9.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
7533,1964,graduation,married,49096.0,1,1,-9223372036854775808,15,144,1,32,2.0,1,7.0,4,4,1,4,7,0,0,0,0,0,0,3,11,0
2683,1969,graduation,married,52413.0,0,2,1359763200000000000,56,295,81,271,75.0,81,65.0,4,6,4,12,6,0,0,0,0,0,0,3,11,0
3629,1978,graduation,single,38557.0,1,0,-9223372036854775808,17,76,3,31,4.0,4,27.0,2,3,1,3,7,0,0,0,0,0,0,3,11,0
10991,1960,master,married,89058.0,0,0,1342051200000000000,18,454,81,106,31.0,22,43.0,1,5,4,4,2,0,0,0,0,0,0,3,11,0
5077,1979,graduation,together,77298.0,0,1,1360540800000000000,46,425,81,292,23.0,35,79.0,1,6,6,11,3,0,0,0,0,0,0,3,11,0
7431,1991,phd,single,68126.0,0,0,1349913600000000000,40,1225,17,311,23.0,51,86.0,1,7,4,5,9,0,0,0,0,0,0,3,11,0
3267,1963,master,together,57288.0,0,1,-9223372036854775808,27,527,0,21,0.0,0,60.0,3,8,1,8,6,0,0,0,0,0,0,3,11,0
999,1991,graduation,single,86037.0,0,0,1359676800000000000,95,490,44,125,29.0,20,22.0,1,6,7,11,3,0,0,0,0,0,0,3,11,0
9215,1980,phd,married,43974.0,1,0,1355270400000000000,19,378,0,101,0.0,0,72.0,5,6,4,6,7,0,0,0,0,0,0,3,11,0
2286,1962,graduation,single,50785.0,1,1,1381276800000000000,27,64,1,21,0.0,1,27.0,2,2,1,3,6,0,0,0,0,0,0,3,11,0
1592,1970,graduation,married,90765.0,0,0,-9223372036854775808,25,547,81,556,120.5,81,33.0,0,4,6,5,1,0,0,0,0,0,0,3,11,0
367,1978,2n cycle,married,36550.0,1,0,-9223372036854775808,74,47,81,94,120.5,81,120.0,5,9,1,5,9,0,0,0,0,0,0,3,11,0
5234,1967,2n cycle,together,30753.0,1,1,1383782400000000000,85,12,5,25,0.0,9,30.0,2,1,1,3,5,0,0,0,0,0,0,3,11,0
9862,1969,graduation,together,21918.0,1,0,-9223372036854775808,37,1,6,7,11.0,5,3.0,2,2,0,3,6,0,0,0,0,0,0,3,11,0
9805,1953,master,together,56129.0,0,1,-9223372036854775808,65,320,48,133,39.0,72,48.0,4,6,2,10,4,0,0,0,0,0,0,3,11,0
6205,1967,master,single,32557.0,1,0,-9223372036854775808,13,34,3,29,0.0,4,10.0,3,2,1,3,5,0,0,0,0,0,0,3,11,0
8442,1985,master,married,19510.0,2,0,1365465600000000000,63,9,0,7,3.0,4,7.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0
7386,1976,graduation,divorced,30992.0,1,0,-9223372036854775808,83,17,0,14,7.0,3,2.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
7215,1983,graduation,single,101970.0,0,0,1386028800000000000,69,722,27,102,44.0,72,126.5,0,6,8,13,2,0,0,0,0,0,0,3,11,0
1491,1965,2n cycle,together,71488.0,0,0,-9223372036854775808,87,162,33,124,40.0,28,126.5,2,3,4,7,1,0,0,0,0,0,0,3,11,0
11071,1984,graduation,single,79607.0,0,0,-9223372036854775808,37,450,81,556,120.5,0,126.5,1,3,6,6,1,0,0,0,0,0,0,3,11,0
3381,1953,master,married,54348.0,1,1,1407283200000000000,51,70,0,16,0.0,0,4.0,2,2,0,4,6,0,0,0,0,0,0,3,11,0
8268,1961,phd,married,51381.5,0,1,1383782400000000000,23,352,0,27,10.0,0,15.0,3,6,1,7,6,0,0,0,0,0,0,3,11,0
11051,1956,phd,together,77376.0,1,1,1412467200000000000,72,492,19,110,16.0,12,12.0,4,6,3,10,4,0,0,0,0,0,0,3,11,0
8026,1952,graduation,married,62998.0,0,1,-9223372036854775808,10,120,58,73,65.0,81,58.0,5,5,4,5,5,0,0,0,0,0,0,3,11,0
433,1958,master,alone,61331.0,1,1,1380758400000000000,42,534,5,47,0.0,5,41.0,5,11,1,6,8,0,0,0,0,0,0,3,11,0
9597,1969,graduation,married,73448.0,0,0,1412208000000000000,10,236,81,189,23.0,41,126.5,1,7,2,9,4,0,0,0,0,0,0,3,11,0
1295,1963,graduation,married,51381.5,0,1,1383868800000000000,96,231,65,196,38.0,71,124.0,1,6,5,7,4,0,0,0,0,0,0,3,11,0
5290,1964,phd,married,41551.0,1,1,-9223372036854775808,51,220,0,33,3.0,0,23.0,5,5,1,5,8,0,0,0,0,0,0,3,11,0
1685,1967,phd,together,62981.0,0,0,-9223372036854775808,21,796,14,556,38.0,44,0.0,1,4,5,13,3,0,0,0,0,0,0,3,11,0
5342,1976,basic,divorced,9548.0,1,0,1344384000000000000,31,0,1,3,10.0,6,9.0,2,1,0,3,8,0,0,0,0,0,0,3,11,0
9579,1959,phd,married,33762.0,2,1,1373155200000000000,61,53,1,34,2.0,0,16.0,3,2,2,2,8,0,0,0,0,0,0,3,11,0
7660,1973,phd,alone,35860.0,1,1,-9223372036854775808,37,15,0,8,4.0,2,20.0,2,1,1,2,5,0,0,0,0,0,0,3,11,0
1461,1965,phd,divorced,36921.0,1,1,-9223372036854775808,74,17,1,12,3.0,1,4.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
821,1992,master,single,92859.0,0,0,-9223372036854775808,46,962,61,556,52.0,61,20.0,1,5,4,12,2,0,0,0,0,0,0,3,11,0
11084,1976,master,together,65104.0,0,1,-9223372036854775808,4,738,0,232,13.0,20,50.0,2,3,5,7,7,0,0,0,0,0,0,3,11,0
8690,1962,graduation,married,86111.0,0,0,-9223372036854775808,73,399,28,556,36.0,40,126.0,1,5,7,10,2,0,0,0,0,0,0,3,11,0
2937,1974,phd,single,68352.0,0,1,-9223372036854775808,47,614,16,132,43.0,33,33.0,3,8,5,9,6,0,0,0,0,0,0,3,11,0
9701,1988,graduation,together,41883.0,1,0,-9223372036854775808,13,32,34,41,73.0,16,116.0,3,4,2,3,7,0,0,0,0,0,0,3,11,0
9949,1976,graduation,married,59809.0,0,2,-9223372036854775808,36,598,16,141,32.0,41,49.0,3,3,3,6,8,0,0,0,0,0,0,3,11,0
10837,1975,graduation,married,23957.0,1,0,-9223372036854775808,47,2,1,18,20.0,11,16.0,1,2,0,3,6,0,0,0,0,0,0,3,11,0
3120,1981,graduation,together,38547.0,1,0,-9223372036854775808,49,6,1,10,0.0,1,4.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
5885,1973,2n cycle,married,35688.0,2,1,-9223372036854775808,94,73,3,90,12.0,1,32.0,6,4,1,4,8,0,0,0,0,0,0,3,11,0
4050,1966,master,married,49605.0,0,0,-9223372036854775808,65,42,16,29,12.0,20,8.0,1,2,1,4,3,0,0,0,0,0,0,3,11,0
3830,1953,master,married,59354.0,0,2,-9223372036854775808,59,295,21,78,39.0,13,13.0,1,4,4,7,3,0,0,0,0,0,0,3,11,0
7987,1969,graduation,married,65747.0,0,1,1404345600000000000,96,346,17,48,23.0,13,13.0,4,8,1,6,6,0,0,0,0,0,0,3,11,0
7798,1972,2n cycle,together,46344.0,0,1,-9223372036854775808,28,233,20,57,8.0,20,91.0,4,7,1,5,7,0,0,0,0,0,0,3,11,0
92,1988,graduation,alone,34176.0,1,0,1417737600000000000,12,5,7,24,19.0,14,20.0,4,3,0,4,6,0,0,0,0,0,0,3,11,0
7055,1952,phd,together,61010.0,0,1,1347235200000000000,57,888,0,57,0.0,0,76.0,2,8,5,11,5,0,0,0,0,0,0,3,11,0
10240,1949,graduation,together,69372.0,0,0,-9223372036854775808,10,997,26,269,34.0,13,42.0,1,10,4,6,4,0,0,0,0,0,0,3,11,0
3025,1958,graduation,single,49967.0,0,1,1375833600000000000,4,212,6,69,4.0,12,3.0,3,6,1,5,7,0,0,0,0,0,0,3,11,0
9283,1978,graduation,single,60199.0,1,2,1386547200000000000,49,8,1,7,2.0,0,0.0,1,0,0,3,4,0,0,0,0,0,0,3,11,0
9970,1977,graduation,together,55375.0,0,1,-9223372036854775808,3,42,11,57,10.0,28,14.0,1,1,1,6,2,0,0,0,0,0,0,3,11,0
2730,1955,graduation,single,80317.0,0,0,-9223372036854775808,64,536,11,387,120.5,81,57.0,1,3,4,10,1,0,0,0,0,0,0,3,11,0
2795,1958,master,single,30523.0,2,1,1357516800000000000,0,5,0,3,0.0,0,5.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
9260,1945,phd,married,70356.0,0,0,1336694400000000000,20,1225,16,249,43.0,16,33.0,2,10,6,9,6,0,0,0,0,0,0,3,11,0
8182,1984,graduation,married,23228.0,1,0,1398902400000000000,91,53,3,49,7.0,4,5.0,4,3,0,4,8,0,0,0,0,0,0,3,11,0
10095,1975,phd,divorced,74165.0,0,0,1357344000000000000,9,1001,12,240,16.0,12,12.0,1,5,4,10,2,0,0,0,0,0,0,3,11,0
8475,1973,phd,married,117416.25,0,1,1388707200000000000,98,20,2,556,1.0,2,1.0,6,0,10,0,0,0,0,0,0,0,0,3,11,0
4370,1966,graduation,together,43482.0,2,1,-9223372036854775808,83,18,1,32,6.0,3,28.0,3,2,0,4,6,0,0,0,0,0,0,3,11,0
10573,1953,graduation,divorced,62551.0,0,0,-9223372036854775808,27,125,16,98,120.5,21,27.0,1,6,7,4,3,0,0,0,0,0,0,3,11,0
3712,1959,graduation,divorced,52332.0,0,0,-9223372036854775808,63,212,5,33,7.0,0,2.0,1,3,2,6,4,0,0,0,0,0,0,3,11,0
6637,1988,graduation,single,66951.0,0,0,1360540800000000000,46,277,81,305,120.5,76,124.0,1,3,4,7,1,0,0,0,0,0,0,3,11,0
3152,1957,graduation,together,26091.0,1,1,-9223372036854775808,84,15,10,19,8.0,17,20.0,3,2,1,3,5,0,0,0,0,0,0,3,11,0
5610,1965,graduation,together,33456.0,1,1,-9223372036854775808,58,7,3,10,8.0,1,7.0,2,1,0,3,7,0,0,0,0,0,0,3,11,0
6460,1982,graduation,married,28718.0,1,0,-9223372036854775808,78,12,4,6,11.0,8,16.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1349,1970,graduation,married,50447.0,2,0,-9223372036854775808,4,85,7,24,2.0,3,27.0,1,3,1,3,6,0,0,0,0,0,0,3,11,0
1880,1959,phd,together,53537.0,1,1,-9223372036854775808,17,81,0,6,0.0,0,6.0,2,2,1,3,5,0,0,0,0,0,0,3,11,0
641,1967,graduation,single,52074.0,0,1,1396569600000000000,77,59,0,12,0.0,0,48.0,1,2,2,2,4,0,0,0,0,0,0,3,11,0
8717,1975,phd,married,80427.0,0,1,1355011200000000000,56,1149,71,449,69.0,71,26.0,1,11,8,8,5,0,0,0,0,0,0,3,11,0
10314,1948,phd,married,83837.0,0,0,-9223372036854775808,79,847,66,119,86.0,81,111.0,1,9,10,5,4,0,0,0,0,0,0,3,11,0
10854,1970,phd,married,38853.0,1,1,-9223372036854775808,90,29,0,14,0.0,0,2.0,2,2,0,3,7,0,0,0,0,0,0,3,11,0
10492,1959,graduation,together,38285.0,2,1,-9223372036854775808,96,2,0,5,2.0,0,1.0,1,0,0,3,2,0,0,0,0,0,0,3,11,0
6935,1951,2n cycle,married,78497.0,0,0,1357948800000000000,44,207,26,447,75.0,0,126.5,1,5,7,12,2,0,0,0,0,0,0,3,11,0
